,title,artist,released_year,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,decease_date
1804,My Boy Lollipop,Millie Small,1964,1805,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1805,Paper Roses,Marie Osmond,1973,1806,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1806,Personality,Lloyd Price,1959,1807,1575,1922,1945,1744,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1807,Rock 'N Roll Is King,Electric Light Orchestra,1983,1808,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1808,I Was Kaiser Bill's Batman,Whistling Jack Smith,1967,1809,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1809,King Of The Road,Roger Miller,1965,1810,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1810,Let's Hear It For The Boy,Deniece Williams,1984,1811,1971,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1811,Reunited,Peaches & Herb,1979,1812,99999,1969,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1812,Working My Way Back To You,The Spinners,1980,1813,99999,1936,1573,1990,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1813,Sorry Suzanne,Hollies,1969,1814,1798,99999,1938,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1814,Stop The Cavalry,Jona Lewie,1980,1815,99999,1873,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1815,Ruby Don't Take Your Love To Town,Kenny Rogers,1969,1816,1792,245,1269,1823,1957,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1816,Something Stupid,Frank & Nancy Sinatra,1967,1817,99999,99999,1866,1953,1728,1775,1610,99999,1936,99999,99999,99999,1934,99999,99999,99999,99999,99999,99999,99999,99999
1817,Speedy Gonzales,Pat Boone,1962,1818,1906,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1818,Tell Laura I Love Her,Ray Peterson,1960,1819,99999,99999,99999,1681,1750,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1819,Saved By The Bell,Robin Gibb,1969,1820,99999,99999,1775,1359,1881,1973,1996,99999,1966,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1820,This Ole House,Shakin' Stevens,1981,1821,1951,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1821,Cha La La I Need You,Shuffles,1969,1822,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1822,Why Do Fools Fall In Love,Diana Ross,1981,1823,1645,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1823,Thanks,J. Vincent Edwards,1969,1824,1803,1926,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1824,When,Kalin Twins,1958,1825,1808,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1825,Walking In The Rain With The One I Love,Love Unlimited,1972,1826,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1826,The Witch Queen Of New Orleans,Redbone,1971,1827,99999,1712,1793,1915,1906,1725,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1827,Talking In Your Sleep,The Romantics,1984,1828,1912,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1828,The Beat Goes On,Sonny & Cher,1967,1829,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1829,Yester Me Yester You Yesterday,Stevie Wonder,1969,1830,1811,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1830,Where Did Our Love Go,The Supremes,1964,1831,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1831,Zing Went The Strings Of My Heart,Trammps,1975,1832,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1832,Annie I'm Not Your Daddy,Kid Creole & Coconuts,1982,1833,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1833,Da Doo Ron Ron,Crystals,1963,1834,1928,1996,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1834,Going Back To My Roots,Odyssey,1981,1835,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1835,Him,Rupert Holmes,1980,1836,99999,1962,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1836,I Love Music,O'Jays,1976,1837,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1837,I Love The Sound Of Breaking Glass,Nick Lowe,1978,1838,99999,1813,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1838,Ice In The Sun,Status Quo,1968,1839,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1839,Judy In Disguise,John Fred & His Playboy Band,1968,1840,99999,1976,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1840,Many Rivers To Cross,Marcia Hines,1982,1841,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1841,Move Closer,Marilyn Martin,1986,1842,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1842,"Too Much, Too Little, Too Late",Johnny Mathis & Deniece Williams,1978,1843,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1843,Shakin' All Over,Johnny Kidd & the Pirates,1960,1844,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1844,We Are Family,Sister Sledge,1979,1845,99999,99999,1918,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1845,You're A Friend Of Mine,Jackson Browne & Clarence Clemons,1986,1846,1585,99999,1522,99999,1837,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1846,You're My World,Cilla Black,1964,1847,99999,99999,99999,1957,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1847,Chicago,Graham Nash,1971,1848,1366,99999,1619,1971,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1848,(I'd Really) Love To See You Tonight,England Dan & John Ford Coley,1976,1849,99999,1865,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1849,Rock The Boat,Hues Corporation,1974,1850,1976,1968,1969,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1850,Sharing The Night Together,Dr. Hook,1979,1851,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1851,Solid,Ashford & Simpson,1985,1852,99999,99999,1198,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1852,Why Can't We Live Together,Timmy Thomas,1973,1853,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1853,In The Still Of The Night,Jack Jersey,1974,1854,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1854,Lady Love,Lou Rawls,1977,1855,1844,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2006
1855,"Soley, Soley",Middle Of The Road,1971,1856,1692,1727,1936,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1856,Son Of My Father,Chicory Tip,1972,1857,1905,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1857,The Walls Fell Down,Marbles,1969,1858,1949,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1858,When I'm Dead And Gone,McGuinness Flint,1971,1859,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1859,All The Love In The World,Dionne Warwick,1983,1860,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1860,Do What You Do,Jermaine Jackson,1985,1861,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1861,What Becomes Of The Broken Hearted,Jimmy Ruffin,1966,1862,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1862,Tallahassie Lassie,Freddie Cannon,1959,1863,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1863,Breaking Up Is Hard To Do,Neil Sedaka,1962,1864,1988,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1864,Colinda,Lucille Starr,1965,1865,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1865,From New York To LA,Patsy Gallant,1977,1866,1932,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1866,Ghostbusters,Ray Parker jr,1984,1867,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1867,La Bambola,Patty Pravo,1968,1868,99999,99999,99999,99999,99999,717,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1868,Let's All Chant,Michael Zager Band,1978,1869,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1869,Memphis Soul Stew,King Curtis ,1967,1870,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1870,Never Knew Love Like This Before,Stephanie Mills,1980,1871,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1871,Per Lei,Riccardo Cocciante,1995,1872,1735,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1872,Penny Lover,Lionel Richie,1984,1873,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1873,New World In The Morning,Roger Whittaker,1970,1874,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1874,Rainbow,Marmalade,1970,1875,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1875,Stuck With You,Huey Lewis & the News,1986,1876,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1876,Treat Her Like A Lady,Temptations,1989,1877,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1877,We Are Growing (Shaka Zulu),Margaret Singana,1989,1878,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1878,Wild World,Jimmy Cliff,1970,1879,99999,1961,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1879,Girls,Moments & Whatnauts,1975,1880,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1880,Good Tradition,Tanita Tikaram,1988,1881,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1881,"Hang On, Sloopy",McCoys,1965,1882,1712,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1882,Leader Of The Pack,Shangri-Las,1976,1883,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1883,Let's Dance,Chris Montez,1963,1884,99999,99999,99999,1941,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1884,Making Your Mind Up,Bucks Fizz,1981,1885,99999,1946,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1885,Man From Manhattan,Eddie Howell,1976,1886,99999,1964,1771,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1886,Mary In The Morning,Guy Fletcher,1971,1887,99999,99999,99999,1966,1962,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1887,Norman,Sue Thompson,1962,1888,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1888,Nothing But A Heartache,Flirtations,1968,1889,1897,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1889,Pretty Flamingo,Manfred Mann,1966,1890,1899,99999,1627,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1890,Rosie,Don Partridge,1968,1891,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1891,Stumblin' In,Suzi Quatro & Chris Norman,1978,1892,1693,1509,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1892,Turn Back The Clock,Johnny Hates Jazz,1988,1893,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1893,Turn The Beat Around,Vicki Sue Robinson,1976,1894,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1894,Who's Johnny,El DeBarge,1986,1895,1753,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1895,Saturday Night,Bay City Rollers,1976,1896,99999,1678,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1896,Don't Give Up On Us,David Soul,1977,1897,99999,1796,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1897,Don't Leave Me This Way,Harold Melvin & The Blue Notes,1975,1898,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1898,A Man Without Love,Engelbert Humperdinck,1968,1899,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1899,Sun Of Jamaica,Goombay Dance Band,1980,1900,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1900,La Malaguena,Los Angeles,1973,1901,1890,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1901,Flowers In The Rain,Move,1967,1902,1768,1849,99999,99999,1969,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1902,Baby Now That I've Found You,Foundations,1967,1903,1982,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1903,Bend Me Shape Me,American Breed,1968,1904,1417,1527,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1904,Blackberry Way,Move,1968,1905,1589,1857,1960,1999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1905,Cha Cha Cha,Raymond van het Groenewoud,1981,1906,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1906,Clap For The Wolfman,Guess Who,1974,1907,1762,99999,502,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1907,Dansez Maintenant,Dave,1975,1908,1825,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1908,Daydream ,Lovin' Spoonful ,1966,1909,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1909,Together In Electric Dreams,Phil Oakey & Giorgio Moroder,1984,1910,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
1910,Gotta See Jane,R. Dean Taylor,1968,1911,99999,1932,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
